2011-06-24 03:50:00,0.034832999999999996
2011-06-24 03:55:00,0.021667
2011-06-24 04:00:00,0.021667
2011-06-24 04:05:00,0.021667
2011-06-24 04:10:00,0.021667
2011-06-24 04:15:00,0.021667
2011-06-24 04:20:00,0.028792
2011-06-24 04:25:00,0.021667
2011-06-24 04:30:00,0.071015
2011-06-24 04:35:00,0.062161
2011-06-24 04:40:00,0.024443
2011-06-24 04:45:00,0.041294
2011-06-24 04:50:00,0.030805000000000003
2011-06-24 04:55:00,0.041294
2011-06-24 05:00:00,0.046247
2011-06-24 05:05:00,0.03634
2011-06-24 05:10:00,0.021667
2011-06-24 05:15:00,0.021667
2011-06-24 05:20:00,0.034832999999999996
2011-06-24 05:25:00,0.046247
2011-06-24 05:30:00,0.021667
2011-06-24 05:35:00,0.021667
2011-06-24 05:40:00,0.021667
2011-06-24 05:45:00,0.021667
2011-06-24 05:50:00,0.021667
2011-06-24 05:55:00,0.021667
2011-06-24 06:00:00,0.021667
2011-06-24 06:05:00,0.021667
2011-06-24 06:10:00,0.042204000000000005
2011-06-24 06:15:00,0.021667
2011-06-24 06:20:00,0.021667
2011-06-24 06:25:00,0.021667
2011-06-24 06:30:00,0.058630999999999996
2011-06-24 06:35:00,0.046247
2011-06-24 06:40:00,0.026432999999999998
2011-06-24 06:45:00,0.021667
2011-06-24 06:50:00,0.021667
2011-06-24 06:55:00,0.043769999999999996
2011-06-24 07:00:00,0.021667
2011-06-24 07:05:00,0.053678
2011-06-24 07:10:00,0.021667
2011-06-24 07:15:00,0.041294
2011-06-24 07:20:00,0.03854
2011-06-24 07:25:00,0.051200999999999997
2011-06-24 07:30:00,0.021667
2011-06-24 07:35:00,0.056862
2011-06-24 07:40:00,0.021667
2011-06-24 07:45:00,0.021667
2011-06-24 07:50:00,0.021667
2011-06-24 07:55:00,0.021667
2011-06-24 08:00:00,0.021667
2011-06-24 08:05:00,0.021667
2011-06-24 08:10:00,0.030805000000000003
2011-06-24 08:15:00,0.021667
2011-06-24 08:20:00,0.021667
2011-06-24 08:25:00,0.039777999999999994
2011-06-24 08:30:00,0.021667
2011-06-24 08:35:00,0.051200999999999997
2011-06-24 08:40:00,0.031386000000000004
2011-06-24 08:45:00,0.02275
2011-06-24 08:50:00,0.033863
2011-06-24 08:55:00,0.024763999999999998
2011-06-24 09:00:00,0.021667
2011-06-24 09:05:00,0.021667
2011-06-24 09:10:00,0.021667
2011-06-24 09:15:00,0.043769999999999996
2011-06-24 09:20:00,0.026432999999999998
2011-06-24 09:25:00,0.021667
2011-06-24 09:30:00,0.044902
2011-06-24 09:35:00,0.034149
2011-06-24 09:40:00,0.033863
2011-06-24 09:45:00,0.021667
2011-06-24 09:50:00,0.021667
2011-06-24 09:55:00,0.024763999999999998
2011-06-24 10:00:00,0.044902
2011-06-24 10:05:00,0.053678
2011-06-24 10:10:00,0.021667
2011-06-24 10:15:00,0.028470999999999996
2011-06-24 10:20:00,0.021667
2011-06-24 10:25:00,0.021667
2011-06-24 10:30:00,0.021667
2011-06-24 10:35:00,0.021667
2011-06-24 10:40:00,0.066061
2011-06-24 10:45:00,0.038861
2011-06-24 10:50:00,0.021667
2011-06-24 10:55:00,0.021667
2011-06-24 11:00:00,0.021667
2011-06-24 11:05:00,0.036847000000000005
2011-06-24 11:10:00,0.021667
2011-06-24 11:15:00,0.023956
2011-06-24 11:20:00,0.021667
2011-06-24 11:25:00,0.02891
2011-06-24 11:30:00,0.021667
2011-06-24 11:35:00,0.021667
2011-06-24 11:40:00,0.021667
2011-06-24 11:45:00,0.021667
2011-06-24 11:50:00,0.071015
2011-06-24 11:55:00,0.021667
2011-06-24 12:00:00,0.021667
2011-06-24 12:05:00,0.041294
2011-06-24 12:10:00,0.021667
2011-06-24 12:15:00,0.021667
2011-06-24 12:20:00,0.023956
2011-06-24 12:25:00,0.021667
2011-06-24 12:30:00,0.03634
2011-06-24 12:35:00,0.047338
2011-06-24 12:40:00,0.021667
2011-06-24 12:45:00,0.021667
2011-06-24 12:50:00,0.032819
2011-06-24 12:55:00,0.051200999999999997
2011-06-24 13:00:00,0.021667
2011-06-24 13:05:00,0.043769999999999996
2011-06-24 13:10:00,0.032819
2011-06-24 13:15:00,0.030805000000000003
2011-06-24 13:20:00,0.043769999999999996
2011-06-24 13:25:00,0.044463
2011-06-24 13:30:00,0.021667
2011-06-24 13:35:00,0.033863
2011-06-24 13:40:00,0.021667
2011-06-24 13:45:00,0.026432999999999998
2011-06-24 13:50:00,0.021667
2011-06-24 13:55:00,0.043769999999999996
2011-06-24 14:00:00,0.043769999999999996
2011-06-24 14:05:00,0.048724
2011-06-24 14:10:00,0.04917
2011-06-24 14:15:00,0.02891
2011-06-24 14:20:00,0.021667
2011-06-24 14:25:00,0.073492
2011-06-24 14:30:00,0.021667
2011-06-24 14:35:00,0.038861
2011-06-24 14:40:00,0.056153999999999996
2011-06-24 14:45:00,0.030805000000000003
2011-06-24 14:50:00,0.021667
2011-06-24 14:55:00,0.021667
2011-06-24 15:00:00,0.021667
2011-06-24 15:05:00,0.033863
2011-06-24 15:10:00,0.047449
2011-06-24 15:15:00,0.046596
2011-06-24 15:20:00,0.021667
2011-06-24 15:25:00,0.03634
2011-06-24 15:30:00,0.028792
2011-06-24 15:35:00,0.061108
2011-06-24 15:40:00,0.034832999999999996
2011-06-24 15:45:00,0.049351
2011-06-24 15:50:00,0.02275
2011-06-24 15:55:00,0.032819
2011-06-24 16:00:00,0.021667
2011-06-24 16:05:00,0.021667
2011-06-24 16:10:00,0.048724
2011-06-24 16:15:00,0.046247
2011-06-24 16:20:00,0.026777999999999996
2011-06-24 16:25:00,0.028792
2011-06-24 16:30:00,0.021667
2011-06-24 16:35:00,0.038817000000000004
2011-06-24 16:40:00,0.021667
2011-06-24 16:45:00,0.021667
2011-06-24 16:50:00,0.021667
2011-06-24 16:55:00,0.021667
2011-06-24 17:00:00,0.021667
2011-06-24 17:05:00,0.046247
2011-06-24 17:10:00,0.042154000000000004
2011-06-24 17:15:00,0.036847000000000005
2011-06-24 17:20:00,0.021667
2011-06-24 17:25:00,0.026432999999999998
2011-06-24 17:30:00,0.026432999999999998
2011-06-24 17:35:00,0.042888
2011-06-24 17:40:00,0.021667
2011-06-24 17:45:00,0.02275
2011-06-24 17:50:00,0.056153999999999996
2011-06-24 17:55:00,0.021667
2011-06-24 18:00:00,0.024763999999999998
2011-06-24 18:05:00,0.047338
2011-06-24 18:10:00,0.022906
2011-06-24 18:15:00,0.030805000000000003
2011-06-24 18:20:00,0.021667
2011-06-24 18:25:00,0.058630999999999996
2011-06-24 18:30:00,0.030805000000000003
2011-06-24 18:35:00,0.021667
2011-06-24 18:40:00,0.036847000000000005
2011-06-24 18:45:00,0.021667
2011-06-24 18:50:00,0.056153999999999996
2011-06-24 18:55:00,0.021667
2011-06-24 19:00:00,0.032819
2011-06-24 19:05:00,0.026777999999999996
2011-06-24 19:10:00,0.028792
2011-06-24 19:15:00,0.051200999999999997
2011-06-24 19:20:00,0.021667
2011-06-24 19:25:00,0.021667
2011-06-24 19:30:00,0.028792
2011-06-24 19:35:00,0.024763999999999998
2011-06-24 19:40:00,0.021667
2011-06-24 19:45:00,0.021667
2011-06-24 19:50:00,0.021667
2011-06-24 19:55:00,0.021667
2011-06-24 20:00:00,0.02891
2011-06-24 20:05:00,0.021667
2011-06-24 20:10:00,0.052958000000000005
2011-06-24 20:15:00,0.058630999999999996
2011-06-24 20:20:00,0.03634
2011-06-24 20:25:00,0.02275
2011-06-24 20:30:00,0.026777999999999996
2011-06-24 20:35:00,0.023956
2011-06-24 20:40:00,0.021667
2011-06-24 20:45:00,0.048724
2011-06-24 20:50:00,0.038817000000000004
2011-06-24 20:55:00,0.041294
2011-06-24 21:00:00,0.023956
2011-06-24 21:05:00,0.021667
2011-06-24 21:10:00,0.061108
2011-06-24 21:15:00,0.024763999999999998
2011-06-24 21:20:00,0.021667
2011-06-24 21:25:00,0.021667
2011-06-24 21:30:00,0.033863
2011-06-24 21:35:00,0.023956
2011-06-24 21:40:00,0.021667
2011-06-24 21:45:00,0.030302999999999997
2011-06-24 21:50:00,0.021667
2011-06-24 21:55:00,0.021667
2011-06-24 22:00:00,0.021667
2011-06-24 22:05:00,0.036847000000000005
2011-06-24 22:10:00,0.044902
2011-06-24 22:15:00,0.021667
2011-06-24 22:20:00,0.021667
2011-06-24 22:25:00,0.054143
2011-06-24 22:30:00,0.04919
2011-06-24 22:35:00,0.021412999999999998
2011-06-24 22:40:00,0.046713
2011-06-24 22:45:00,0.021412999999999998
2011-06-24 22:50:00,0.021412999999999998
2011-06-24 22:55:00,0.021412999999999998
2011-06-24 23:00:00,0.045855
2011-06-24 23:05:00,0.034329000000000005
2011-06-24 23:10:00,0.024581
2011-06-24 23:15:00,0.039282
2011-06-24 23:20:00,0.021412999999999998
2011-06-24 23:25:00,0.039282
2011-06-24 23:30:00,0.040692
2011-06-24 23:35:00,0.021412999999999998
2011-06-24 23:40:00,0.043841000000000005
2011-06-24 23:45:00,0.021412999999999998
2011-06-24 23:50:00,0.021412999999999998
2011-06-24 23:55:00,0.07395800000000001
2011-06-25 00:00:00,0.021412999999999998
2011-06-25 00:05:00,0.051666
2011-06-25 00:10:00,0.038163
2011-06-25 00:15:00,0.036663999999999995
2011-06-25 00:20:00,0.029375
2011-06-25 00:25:00,0.021412999999999998
2011-06-25 00:30:00,0.021412999999999998
2011-06-25 00:35:00,0.021412999999999998
2011-06-25 00:40:00,0.021412999999999998
2011-06-25 00:45:00,0.036806
2011-06-25 00:50:00,0.021412999999999998
2011-06-25 00:55:00,0.021412999999999998
2011-06-25 01:00:00,0.021412999999999998
2011-06-25 01:05:00,0.054143
2011-06-25 01:10:00,0.024422
2011-06-25 01:15:00,0.030622000000000003
2011-06-25 01:20:00,0.021412999999999998
2011-06-25 01:25:00,0.021412999999999998
2011-06-25 01:30:00,0.036663999999999995
2011-06-25 01:35:00,0.041759
2011-06-25 01:40:00,0.026595
2011-06-25 01:45:00,0.021412999999999998
2011-06-25 01:50:00,0.063252
2011-06-25 01:55:00,0.059097000000000004
2011-06-25 02:00:00,0.041759
2011-06-25 02:05:00,0.032636
2011-06-25 02:10:00,0.054143
2011-06-25 02:15:00,0.036663999999999995
2011-06-25 02:20:00,0.021412999999999998
2011-06-25 02:25:00,0.021412999999999998
2011-06-25 02:30:00,0.021412999999999998
2011-06-25 02:35:00,0.046713
2011-06-25 02:40:00,0.024581
2011-06-25 02:45:00,0.021945
2011-06-25 02:50:00,0.036806
2011-06-25 02:55:00,0.028607999999999998
2011-06-25 03:00:00,0.06450299999999999
2011-06-25 03:05:00,0.021412999999999998
2011-06-25 03:10:00,0.07395800000000001
2011-06-25 03:15:00,0.021412999999999998
2011-06-25 03:20:00,0.021412999999999998
2011-06-25 03:25:00,0.062707
2011-06-25 03:30:00,0.024581
2011-06-25 03:35:00,0.034329000000000005
2011-06-25 03:40:00,0.059097000000000004
2011-06-25 03:45:00,0.021412999999999998
2011-06-25 03:50:00,0.074064
2011-06-25 03:55:00,0.024581
2011-06-25 04:00:00,0.061574000000000004
2011-06-25 04:05:00,0.022567
2011-06-25 04:10:00,0.026898000000000002
2011-06-25 04:15:00,0.054143
2011-06-25 04:20:00,0.021412999999999998
2011-06-25 04:25:00,0.021412999999999998
2011-06-25 04:30:00,0.021412999999999998
2011-06-25 04:35:00,0.044719
2011-06-25 04:40:00,0.044236000000000004
2011-06-25 04:45:00,0.021412999999999998
2011-06-25 04:50:00,0.022567
2011-06-25 04:55:00,0.040692
2011-06-25 05:00:00,0.024581
2011-06-25 05:05:00,0.021412999999999998
2011-06-25 05:10:00,0.030622000000000003
2011-06-25 05:15:00,0.041759
2011-06-25 05:20:00,0.066527
2011-06-25 05:25:00,0.06405
2011-06-25 05:30:00,0.021412999999999998
2011-06-25 05:35:00,0.028607999999999998
2011-06-25 05:40:00,0.021412999999999998
2011-06-25 05:45:00,0.034329000000000005
2011-06-25 05:50:00,0.04919
2011-06-25 05:55:00,0.021412999999999998
2011-06-25 06:00:00,0.024581
2011-06-25 06:05:00,0.07395800000000001
2011-06-25 06:10:00,0.021412999999999998
2011-06-25 06:15:00,0.021412999999999998
2011-06-25 06:20:00,0.021945
2011-06-25 06:25:00,0.021412999999999998
2011-06-25 06:30:00,0.021412999999999998
2011-06-25 06:35:00,0.021412999999999998
2011-06-25 06:40:00,0.05739299999999999
2011-06-25 06:45:00,0.044236000000000004
2011-06-25 06:50:00,0.047868
2011-06-25 06:55:00,0.026595
2011-06-25 07:00:00,0.021412999999999998
2011-06-25 07:05:00,0.054143
2011-06-25 07:10:00,0.031852
2011-06-25 07:15:00,0.06691699999999999
2011-06-25 07:20:00,0.021412999999999998
2011-06-25 07:25:00,0.041759
2011-06-25 07:30:00,0.021412999999999998
2011-06-25 07:35:00,0.041759
2011-06-25 07:40:00,0.054143
2011-06-25 07:45:00,0.06405
2011-06-25 07:50:00,0.029375
2011-06-25 07:55:00,0.034329000000000005
2011-06-25 08:00:00,0.021412999999999998
2011-06-25 08:05:00,0.026938
2011-06-25 08:10:00,0.038678
2011-06-25 08:15:00,0.039560000000000005
2011-06-25 08:20:00,0.024422
2011-06-25 08:25:00,0.021412999999999998
2011-06-25 08:30:00,0.056620000000000004
2011-06-25 08:35:00,0.021412999999999998
2011-06-25 08:40:00,0.03465
2011-06-25 08:45:00,0.03633
2011-06-25 08:50:00,0.021412999999999998
2011-06-25 08:55:00,0.06526599999999999
2011-06-25 09:00:00,0.021412999999999998
2011-06-25 09:05:00,0.036806
2011-06-25 09:10:00,0.042705
2011-06-25 09:15:00,0.066527
2011-06-25 09:20:00,0.021412999999999998
2011-06-25 09:25:00,0.06727999999999999
2011-06-25 09:30:00,0.021945
2011-06-25 09:35:00,0.07295800000000001
2011-06-25 09:40:00,0.028638
2011-06-25 09:45:00,0.021412999999999998
2011-06-25 09:50:00,0.021945
2011-06-25 09:55:00,0.021412999999999998
2011-06-25 10:00:00,0.043099
2011-06-25 10:05:00,0.021412999999999998
2011-06-25 10:10:00,0.021412999999999998
2011-06-25 10:15:00,0.067462
2011-06-25 10:20:00,0.021412999999999998
2011-06-25 10:25:00,0.036806
2011-06-25 10:30:00,0.056620000000000004
2011-06-25 10:35:00,0.067643
2011-06-25 10:40:00,0.021412999999999998
2011-06-25 10:45:00,0.039282
2011-06-25 10:50:00,0.044236000000000004
2011-06-25 10:55:00,0.04919
2011-06-25 11:00:00,0.028607999999999998
2011-06-25 11:05:00,0.021412999999999998
2011-06-25 11:10:00,0.04919
2011-06-25 11:15:00,0.07148099999999999
2011-06-25 11:20:00,0.024581
2011-06-25 11:25:00,0.021412999999999998
2011-06-25 11:30:00,0.07148099999999999
2011-06-25 11:35:00,0.069004
2011-06-25 11:40:00,0.034329000000000005
2011-06-25 11:45:00,0.04919
2011-06-25 11:50:00,0.041759
2011-06-25 11:55:00,0.021412999999999998
2011-06-25 12:00:00,0.021412999999999998
2011-06-25 12:05:00,0.021412999999999998
2011-06-25 12:10:00,0.021412999999999998
2011-06-25 12:15:00,0.039282
2011-06-25 12:20:00,0.021412999999999998
2011-06-25 12:25:00,0.039282
2011-06-25 12:30:00,0.021412999999999998
2011-06-25 12:35:00,0.029375
2011-06-25 12:40:00,0.021412999999999998
2011-06-25 12:45:00,0.069004
2011-06-25 12:50:00,0.021412999999999998
2011-06-25 12:55:00,0.032636
2011-06-25 13:00:00,0.021412999999999998
2011-06-25 13:05:00,0.038678
2011-06-25 13:10:00,0.021412999999999998
2011-06-25 13:15:00,0.039282
2011-06-25 13:20:00,0.021412999999999998
2011-06-25 13:25:00,0.021412999999999998
2011-06-25 13:30:00,0.021945
2011-06-25 13:35:00,0.021412999999999998
2011-06-25 13:40:00,0.06405
2011-06-25 13:45:00,0.026595
2011-06-25 13:50:00,0.021412999999999998
2011-06-25 13:55:00,0.04919
2011-06-25 14:00:00,0.021412999999999998
2011-06-25 14:05:00,0.041759
2011-06-25 14:10:00,0.032636
2011-06-25 14:15:00,0.056620000000000004
2011-06-25 14:20:00,0.036806
2011-06-25 14:25:00,0.021412999999999998
2011-06-25 14:30:00,0.021412999999999998
2011-06-25 14:35:00,0.024581
2011-06-25 14:40:00,0.023205
2011-06-25 14:45:00,0.026595
2011-06-25 14:50:00,0.063071
2011-06-25 14:55:00,0.021412999999999998
2011-06-25 15:00:00,0.026898000000000002
2011-06-25 15:05:00,0.046713
2011-06-25 15:10:00,0.059097000000000004
2011-06-25 15:15:00,0.021412999999999998
2011-06-25 15:20:00,0.022567
2011-06-25 15:25:00,0.026806
2011-06-25 15:30:00,0.021412999999999998
2011-06-25 15:35:00,0.03465
2011-06-25 15:40:00,0.021412999999999998
2011-06-25 15:45:00,0.021412999999999998
2011-06-25 15:50:00,0.021412999999999998
2011-06-25 15:55:00,0.021412999999999998
2011-06-25 16:00:00,0.030622000000000003
2011-06-25 16:05:00,0.04919
2011-06-25 16:10:00,0.026987999999999998
2011-06-25 16:15:00,0.082301
2011-06-25 16:20:00,0.036876
2011-06-25 16:25:00,0.021412999999999998
2011-06-25 16:30:00,0.024422
2011-06-25 16:35:00,0.046713
2011-06-25 16:40:00,0.046218
2011-06-25 16:45:00,0.042917000000000004
2011-06-25 16:50:00,0.021412999999999998
2011-06-25 16:55:00,0.07395800000000001
2011-06-25 17:00:00,0.04919
2011-06-25 17:05:00,0.040722
2011-06-25 17:10:00,0.022688999999999997
2011-06-25 17:15:00,0.042917000000000004
2011-06-25 17:20:00,0.03465
2011-06-25 17:25:00,0.024422
2011-06-25 17:30:00,0.029375
2011-06-25 17:35:00,0.06405
2011-06-25 17:40:00,0.031852
2011-06-25 17:45:00,0.026898000000000002
2011-06-25 17:50:00,0.021412999999999998
2011-06-25 17:55:00,0.066527
2011-06-25 18:00:00,0.06823
2011-06-25 18:05:00,0.055379
2011-06-25 18:10:00,0.061574000000000004
2011-06-25 18:15:00,0.07479
2011-06-25 18:20:00,0.021412999999999998
2011-06-25 18:25:00,0.054143
2011-06-25 18:30:00,0.026898000000000002
2011-06-25 18:35:00,0.060315
2011-06-25 18:40:00,0.039282
2011-06-25 18:45:00,0.072005
2011-06-25 18:50:00,0.042705
2011-06-25 18:55:00,0.068386
2011-06-25 19:00:00,0.036663999999999995
2011-06-25 19:05:00,0.028607999999999998
2011-06-25 19:10:00,0.036806
2011-06-25 19:15:00,0.06405
2011-06-25 19:20:00,0.03465
2011-06-25 19:25:00,0.061484000000000004
2011-06-25 19:30:00,0.021945
2011-06-25 19:35:00,0.026898000000000002
2011-06-25 19:40:00,0.05481799999999999
2011-06-25 19:45:00,0.021412999999999998
2011-06-25 19:50:00,0.040902999999999995
2011-06-25 19:55:00,0.030622000000000003
2011-06-25 20:00:00,0.069004
2011-06-25 20:05:00,0.021412999999999998
2011-06-25 20:10:00,0.021412999999999998
2011-06-25 20:15:00,0.029375
2011-06-25 20:20:00,0.041759
2011-06-25 20:25:00,0.021412999999999998
2011-06-25 20:30:00,0.034317
2011-06-25 20:35:00,0.024422
2011-06-25 20:40:00,0.021412999999999998
2011-06-25 20:45:00,0.036806
2011-06-25 20:50:00,0.051896000000000005
2011-06-25 20:55:00,0.057574
2011-06-25 21:00:00,0.04919
2011-06-25 21:05:00,0.061574000000000004
2011-06-25 21:10:00,0.06405
2011-06-25 21:15:00,0.029375
2011-06-25 21:20:00,0.034329000000000005
2011-06-25 21:25:00,0.021412999999999998
2011-06-25 21:30:00,0.031852
2011-06-25 21:35:00,0.024422
2011-06-25 21:40:00,0.022567
2011-06-25 21:45:00,0.034329000000000005
2011-06-25 21:50:00,0.024422
2011-06-25 21:55:00,0.034329000000000005
2011-06-25 22:00:00,0.021412999999999998
2011-06-25 22:05:00,0.034329000000000005
2011-06-25 22:10:00,0.021412999999999998
2011-06-25 22:15:00,0.070399
2011-06-25 22:20:00,0.021412999999999998
2011-06-25 22:25:00,0.056620000000000004
2011-06-25 22:30:00,0.051479
2011-06-25 22:35:00,0.028611
2011-06-25 22:40:00,0.021754
2011-06-25 22:45:00,0.021754
2011-06-25 22:50:00,0.025299000000000002
2011-06-25 22:55:00,0.043569
2011-06-25 23:00:00,0.027313
2011-06-25 23:05:00,0.033355
2011-06-25 23:10:00,0.070814
2011-06-25 23:15:00,0.036139
2011-06-25 23:20:00,0.021754
2011-06-25 23:25:00,0.07329
2011-06-25 23:30:00,0.021754
2011-06-25 23:35:00,0.055935000000000006
2011-06-25 23:40:00,0.021754
2011-06-25 23:45:00,0.046046
2011-06-25 23:50:00,0.021754
2011-06-25 23:55:00,0.021754
2011-06-26 00:00:00,0.023755000000000002
2011-06-26 00:05:00,0.050964999999999996
2011-06-26 00:10:00,0.021754
2011-06-26 00:15:00,0.031341
2011-06-26 00:20:00,0.070814
2011-06-26 00:25:00,0.023755000000000002
2011-06-26 00:30:00,0.021754
2011-06-26 00:35:00,0.023755000000000002
2011-06-26 00:40:00,0.043569
2011-06-26 00:45:00,0.033355
2011-06-26 00:50:00,0.021754
2011-06-26 00:55:00,0.031341
2011-06-26 01:00:00,0.021754
2011-06-26 01:05:00,0.05349299999999999
2011-06-26 01:10:00,0.021754
2011-06-26 01:15:00,0.023285
2011-06-26 01:20:00,0.021754
2011-06-26 01:25:00,0.055952999999999996
2011-06-26 01:30:00,0.021754
2011-06-26 01:35:00,0.021754
2011-06-26 01:40:00,0.035368000000000004
2011-06-26 01:45:00,0.033662
2011-06-26 01:50:00,0.021754
2011-06-26 01:55:00,0.050999
2011-06-26 02:00:00,0.06338300000000001
2011-06-26 02:05:00,0.023755000000000002
2011-06-26 02:10:00,0.023285
2011-06-26 02:15:00,0.021754
2011-06-26 02:20:00,0.021754
2011-06-26 02:25:00,0.021754
2011-06-26 02:30:00,0.033355
2011-06-26 02:35:00,0.06338300000000001
2011-06-26 02:40:00,0.021754
2011-06-26 02:45:00,0.031341
2011-06-26 02:50:00,0.021754
2011-06-26 02:55:00,0.021754
2011-06-26 03:00:00,0.021754
2011-06-26 03:05:00,0.023285
2011-06-26 03:10:00,0.021754
2011-06-26 03:15:00,0.028707999999999997
2011-06-26 03:20:00,0.023755000000000002
2011-06-26 03:25:00,0.069827
2011-06-26 03:30:00,0.034652999999999996
2011-06-26 03:35:00,0.023285
2011-06-26 03:40:00,0.027313
2011-06-26 03:45:00,0.070814
2011-06-26 03:50:00,0.021754
2011-06-26 03:55:00,0.038615
2011-06-26 04:00:00,0.07329
2011-06-26 04:05:00,0.029327
2011-06-26 04:10:00,0.058429999999999996
2011-06-26 04:15:00,0.031185
2011-06-26 04:20:00,0.031185
2011-06-26 04:25:00,0.021754
2011-06-26 04:30:00,0.031185
2011-06-26 04:35:00,0.030444
2011-06-26 04:40:00,0.021754
2011-06-26 04:45:00,0.033355
2011-06-26 04:50:00,0.055952999999999996
2011-06-26 04:55:00,0.06338300000000001
2011-06-26 05:00:00,0.021754
2011-06-26 05:05:00,0.038615
2011-06-26 05:10:00,0.070814
2011-06-26 05:15:00,0.039396
2011-06-26 05:20:00,0.021754
2011-06-26 05:25:00,0.058429999999999996
2011-06-26 05:30:00,0.027313
2011-06-26 05:35:00,0.021754
2011-06-26 05:40:00,0.048931999999999996
2011-06-26 05:45:00,0.021754
2011-06-26 05:50:00,0.021754
2011-06-26 05:55:00,0.021754
2011-06-26 06:00:00,0.050999
2011-06-26 06:05:00,0.021754
2011-06-26 06:10:00,0.036139
2011-06-26 06:15:00,0.021754
2011-06-26 06:20:00,0.021754
2011-06-26 06:25:00,0.048523000000000004
2011-06-26 06:30:00,0.021754
2011-06-26 06:35:00,0.021754
2011-06-26 06:40:00,0.037382
2011-06-26 06:45:00,0.053155999999999995
2011-06-26 06:50:00,0.021754
2011-06-26 06:55:00,0.021754
2011-06-26 07:00:00,0.040486
2011-06-26 07:05:00,0.037382
2011-06-26 07:10:00,0.028707999999999997
2011-06-26 07:15:00,0.021754
2011-06-26 07:20:00,0.023755000000000002
2011-06-26 07:25:00,0.038499
2011-06-26 07:30:00,0.045438
2011-06-26 07:35:00,0.021754
2011-06-26 07:40:00,0.060666
2011-06-26 07:45:00,0.023285
2011-06-26 07:50:00,0.021754
2011-06-26 07:55:00,0.021754
2011-06-26 08:00:00,0.021754
2011-06-26 08:05:00,0.029327
2011-06-26 08:10:00,0.021754
2011-06-26 08:15:00,0.026231
2011-06-26 08:20:00,0.021754
2011-06-26 08:25:00,0.021754
2011-06-26 08:30:00,0.021754
2011-06-26 08:35:00,0.021754
2011-06-26 08:40:00,0.044373
2011-06-26 08:45:00,0.054988
2011-06-26 08:50:00,0.026231
2011-06-26 08:55:00,0.021754
2011-06-26 09:00:00,0.021754
2011-06-26 09:05:00,0.037382
2011-06-26 09:10:00,0.031185
2011-06-26 09:15:00,0.021754
2011-06-26 09:20:00,0.048523000000000004
2011-06-26 09:25:00,0.029327
2011-06-26 09:30:00,0.021754
2011-06-26 09:35:00,0.047478
2011-06-26 09:40:00,0.06586
2011-06-26 09:45:00,0.048523000000000004
2011-06-26 09:50:00,0.043569
2011-06-26 09:55:00,0.021754
2011-06-26 10:00:00,0.021754
2011-06-26 10:05:00,0.021754
2011-06-26 10:10:00,0.025299000000000002
2011-06-26 10:15:00,0.021754
2011-06-26 10:20:00,0.031341
2011-06-26 10:25:00,0.039396
2011-06-26 10:30:00,0.037382
2011-06-26 10:35:00,0.031341
2011-06-26 10:40:00,0.021754
2011-06-26 10:45:00,0.041092000000000004
2011-06-26 10:50:00,0.021754
2011-06-26 10:55:00,0.031185
2011-06-26 11:00:00,0.060905999999999995
2011-06-26 11:05:00,0.021754
2011-06-26 11:10:00,0.050999
2011-06-26 11:15:00,0.023285
2011-06-26 11:20:00,0.055577
2011-06-26 11:25:00,0.048523000000000004
2011-06-26 11:30:00,0.021754
2011-06-26 11:35:00,0.021754
2011-06-26 11:40:00,0.021754
2011-06-26 11:45:00,0.04736
2011-06-26 11:50:00,0.046046
2011-06-26 11:55:00,0.021754
2011-06-26 12:00:00,0.029327
2011-06-26 12:05:00,0.021754
2011-06-26 12:10:00,0.031185
2011-06-26 12:15:00,0.049079000000000005
2011-06-26 12:20:00,0.046046
2011-06-26 12:25:00,0.021754
2011-06-26 12:30:00,0.053475999999999996
2011-06-26 12:35:00,0.074945
2011-06-26 12:40:00,0.021754
2011-06-26 12:45:00,0.055533000000000006
2011-06-26 12:50:00,0.021754
2011-06-26 12:55:00,0.021754
2011-06-26 13:00:00,0.041092000000000004
2011-06-26 13:05:00,0.035368000000000004
2011-06-26 13:10:00,0.046046
2011-06-26 13:15:00,0.051479
2011-06-26 13:20:00,0.026231
2011-06-26 13:25:00,0.072386
2011-06-26 13:30:00,0.021754
2011-06-26 13:35:00,0.021754
2011-06-26 13:40:00,0.059561
2011-06-26 13:45:00,0.038615
2011-06-26 13:50:00,0.028707999999999997
2011-06-26 13:55:00,0.021754
2011-06-26 14:00:00,0.076959
2011-06-26 14:05:00,0.041092000000000004
2011-06-26 14:10:00,0.021754
2011-06-26 14:15:00,0.075308
2011-06-26 14:20:00,0.068337
2011-06-26 14:25:00,0.040486
2011-06-26 14:30:00,0.029327
2011-06-26 14:35:00,0.021754
2011-06-26 14:40:00,0.021754
2011-06-26 14:45:00,0.028707999999999997
2011-06-26 14:50:00,0.021754
2011-06-26 14:55:00,0.021754
2011-06-26 15:00:00,0.023755000000000002
2011-06-26 15:05:00,0.035368000000000004
2011-06-26 15:10:00,0.021754
2011-06-26 15:15:00,0.064512
2011-06-26 15:20:00,0.021754
2011-06-26 15:25:00,0.037382
2011-06-26 15:30:00,0.021754
2011-06-26 15:35:00,0.021754
2011-06-26 15:40:00,0.021754
2011-06-26 15:45:00,0.057157000000000006
2011-06-26 15:50:00,0.050254
2011-06-26 15:55:00,0.026231
2011-06-26 16:00:00,0.021754
